id,title,type,area,priority,status,sprint,est_tokens,actual_tokens,variance,created_at,completed_at,file,description
BACKLOG-175,Missing Recent Messages in AttachMessagesModal,bug,service,High,Pending,-,-,-,-,2026-01-23,,[BACKLOG-175.md](items/BACKLOG-175.md),
BACKLOG-176,Show New Messages Count Instead of Total During Import,feature,ui,Medium,Pending,-,-,-,-,2026-01-23,,[BACKLOG-176.md](items/BACKLOG-176.md),
BACKLOG-177,Clean Up Dashboard Import Status Display,chore,ui,Medium,Pending,-,-,-,-,2026-01-23,,[BACKLOG-177.md](items/BACKLOG-177.md),
BACKLOG-178,Auto-Linked Messages Display in Transaction Details,feature,ui,High,Completed,SPRINT-027,~20K,-,"TASK-990, PR #358",2026-01-09,2026-01-10,-,
BACKLOG-179,Manual Thread Attach/Unlink in Messages Tab,feature,ui,High,Completed,SPRINT-027,~30K,-,"TASK-991, PR #359",2026-01-09,2026-01-10,-,
BACKLOG-180,Message Bubble Direction Fix,bug,ui,Medium,Completed,SPRINT-027,~10K,-,"TASK-992, PR #356",2026-01-09,2026-01-10,-,
BACKLOG-181,Streamline Terms and Conditions Onboarding Step,feature,ui,Medium,Completed,SPRINT-028,~15K,-,"TASK-1009, PR #368",2026-01-10,2026-01-10,[BACKLOG-181.md](BACKLOG-181.md),
BACKLOG-182,getCurrentUser() Returns False After Login,bug,service,High,Completed,SPRINT-027,~8K,-,direct commit,2026-01-10,2026-01-10,[BACKLOG-182.md](BACKLOG-182.md),
BACKLOG-183,Mixed UI During Import - Instructions With Progress,bug,ui,Medium,Completed,SPRINT-027,~5K,-,direct commit,2026-01-10,2026-01-10,[BACKLOG-183.md](BACKLOG-183.md),
BACKLOG-184,Contacts Import Failing (1000 Limit),bug,service,High,Completed,SPRINT-027,~2K,-,direct commit,2026-01-10,2026-01-10,[BACKLOG-184.md](BACKLOG-184.md),
BACKLOG-185,Import Stuck at 100% on Progress Bar,bug,ui,Medium,Completed,SPRINT-027,~3K,-,direct commit,2026-01-10,2026-01-10,[BACKLOG-185.md](BACKLOG-185.md),
BACKLOG-186,Continue Button Not Working After Import,bug,ui,Critical,Completed,SPRINT-027,~5K,-,direct commit,2026-01-10,2026-01-10,[BACKLOG-186.md](BACKLOG-186.md),
BACKLOG-187,Display Attachments (Images/GIFs) in Text Messages,feature,ui,Medium,Pending,-,~50K,-,-,2026-01-10,,[BACKLOG-187.md](BACKLOG-187.md),
BACKLOG-188,Scan Lookback Period Setting Not Persisting,bug,service,Medium,Pending,-,~15K,-,-,2026-01-10,,[BACKLOG-188.md](BACKLOG-188.md),
BACKLOG-189,Configurable Attachment Size Limit,feature,service,Low,Pending,-,~15K,-,-,2026-01-10,,[BACKLOG-189.md](BACKLOG-189.md),
BACKLOG-190,Transaction Date Range for Message Linking,feature,service,Critical,Completed,Date filtering in message linking + UI step renamed,~20K,-,-,2026-01-10,2026-02-16,[BACKLOG-190.md](BACKLOG-190.md),
BACKLOG-191,Add Test Coverage for Core Service Layer,test,service,Critical,Obsolete,-,~115K,-,-,2026-01-11,,[BACKLOG-191.md](BACKLOG-191.md),
BACKLOG-192,Clean Up Console Statements (186 Remaining),refactor,service,Medium,Pending,-,~30K,-,-,2026-01-11,,[BACKLOG-192.md](BACKLOG-192.md),
BACKLOG-193,"Refactor databaseService.ts (1,223 Lines)",refactor,service,High,Pending,-,~80K,-,-,2026-01-11,,[BACKLOG-193.md](BACKLOG-193.md),
BACKLOG-194,Add Test Coverage for Contexts,test,ui,Medium,Pending,-,~40K,-,-,2026-01-11,,[BACKLOG-194.md](BACKLOG-194.md),
BACKLOG-195,Add Test Coverage for Large Hooks,test,ui,Medium,Pending,-,~50K,-,-,2026-01-11,,[BACKLOG-195.md](BACKLOG-195.md),
BACKLOG-196,Implement or Remove Settings.tsx TODOs,chore,ui,Low,Pending,-,~20K,-,-,2026-01-11,,[BACKLOG-196.md](BACKLOG-196.md),
BACKLOG-197,Enable Stricter TypeScript Rules,chore,infra,Low,Pending,-,~25K,-,-,2026-01-11,,[BACKLOG-197.md](BACKLOG-197.md),
BACKLOG-198,Decompose Large Component Files,refactor,ui,Low,Pending,-,~60K,-,-,2026-01-11,,[BACKLOG-198.md](BACKLOG-198.md),
BACKLOG-199,TypeScript Global Window Type Updates Not Recognized,bug,ipc,Medium,Pending,-,-,-,-,2026-01-23,,[BACKLOG-199.md](items/BACKLOG-199.md),
BACKLOG-200,Contacts import fails with email validation error,bug,service,Medium,Pending,-,~25K,-,-,2026-01-11,,[BACKLOG-200.md](BACKLOG-200.md),
BACKLOG-201,"""00"" prefix appearing before iMessage text",bug,electron,Medium,Completed,-,~5K,~180K,+3500%,2026-01-11,,[BACKLOG-201.md](BACKLOG-201.md),
BACKLOG-202,Fix Test Regressions (contact-handlers/databaseService),test,service,Critical,Completed,SPRINT-037,~20K,-,[BACKLOG-202.md](BACKLOG-202.md),2026-01-11,,,
BACKLOG-203,Add Comprehensive Tests for macOSMessagesImportService,test,electron,High,Obsolete,-,~40K,-,-,2026-01-11,,[BACKLOG-203.md](BACKLOG-203.md),
BACKLOG-204,Abstract window.api Calls into Service Layer,refactor,ipc,Medium,Pending,-,~80K,-,-,2026-01-11,,[BACKLOG-204.md](BACKLOG-204.md),
BACKLOG-205,Fix Flaky useAutoRefresh Timer Tests,test,ui,Low,Pending,-,~15K,-,-,2026-01-11,,[BACKLOG-205.md](BACKLOG-205.md),
BACKLOG-206,UI Freezing During iMessage Sync/Import,bug,electron,High,Pending,SPRINT-093,~35K,-,-,2026-01-11,,items/BACKLOG-206.md,Rollout readiness item #15. UI freezes during large iMessage imports. TASK-2047.
BACKLOG-207,Auto-Link Communications When Contact Added,feature,service,High,Completed,SPRINT-045,~40K,~20K,-50%,2026-01-11,2026-01-19,PR #475,
BACKLOG-208,Separate Email/Text Counts on Transaction Cards,feature,ui,Medium,Completed,SPRINT-033,~20K,-,[BACKLOG-208.md](BACKLOG-208.md),2026-01-11,,,
BACKLOG-209,Fix iMessage Text Encoding Corruption (Data Loss),bug,electron,Critical,Completed,SPRINT-033,~60K,-,[BACKLOG-209.md](BACKLOG-209.md),2026-01-11,,,
BACKLOG-210,Contacts Not Pre-Populating in Edit Transaction,bug,ui,High,Completed,SPRINT-033,~20K,-,[BACKLOG-210.md](BACKLOG-210.md),2026-01-12,,,
BACKLOG-211,Email Onboarding State Mismatch,bug,service,High,Completed,SPRINT-049,~35K,~184K,[BACKLOG-211.md](BACKLOG-211.md),2026-01-13,,,
BACKLOG-212,Settings Popup Not Scrollable,bug,ui,Critical,Completed,SPRINT-034,~40K,~219K,[BACKLOG-212.md](BACKLOG-212.md),2026-01-13,,,
BACKLOG-213,Recurring Check Permissions Screen Bug,bug,ui,Critical,Completed,-,~15K,-,[BACKLOG-213.md](BACKLOG-213.md),2026-01-13,,,
BACKLOG-214,Auto-Link Communications Not Working (TASK-1031 Regression),bug,service,High,Completed,SPRINT-034,~30K,~463K,[BACKLOG-214.md](BACKLOG-214.md),2026-01-13,,,
BACKLOG-215,Encoding Corruption in Group Chats (Binary Plist Fix),bug,electron,High,Completed,SPRINT-034,~50K,~432K,[BACKLOG-215.md](BACKLOG-215.md),2026-01-13,,,
BACKLOG-216,Edit Contacts Still Not Pre-Populating (TASK-1030 Regression),bug,ui,High,Completed,SPRINT-034,~25K,~386K,[BACKLOG-216.md](BACKLOG-216.md),2026-01-13,,,
BACKLOG-217,UX Improvement - Edit Contacts Button Flow,feature,ui,High,Completed,SPRINT-034,~40K,~156K,[BACKLOG-217.md](BACKLOG-217.md),2026-01-13,,,
BACKLOG-218,Group Chat Display in Transaction Details,feature,ui,High,Completed,-,~30K,-,-,2026-01-13,,Implemented — purple icon + participant list + sender names in group conversations[BACKLOG-218.md](BACKLOG-218.md),
BACKLOG-219,Audit Debug/Logging Calls Across Repository,refactor,service,Low,Pending,-,~20K,-,-,2026-01-13,,[BACKLOG-219.md](BACKLOG-219.md),
BACKLOG-220,Unlink Communications UI Not Refreshing,bug,ui,High,Completed,SPRINT-049,~25K,~35K,+40%,2026-01-13,,PR #462,
BACKLOG-221,iMessage Attachments Not Displaying (Stale message_id),bug,electron,High,Completed,SPRINT-044,~40K,~25K,-37%,2026-01-13,2026-01-18,PR #471,
BACKLOG-222,Contact Changes Not Saving When Editing Transaction,bug,ui,High,Completed,SPRINT-049,~30K,-,-,2026-01-13,2026-01-22,[BACKLOG-222.md](BACKLOG-222.md),
BACKLOG-223,Add Text Message Status Indicator (Like Email Status),feature,ui,Medium,Pending,-,~25K,-,-,2026-01-13,,[BACKLOG-223.md](BACKLOG-223.md),
BACKLOG-224,Apply Edit Contacts Pattern to Transaction Details,refactor,ui,Low,Pending,-,~20K,-,-,2026-01-13,,[BACKLOG-224.md](BACKLOG-224.md),
BACKLOG-225,Video Attachment Support for iMessage Import,feature,electron,Low,Pending,-,~40K,-,-,2026-01-13,,[BACKLOG-225.md](BACKLOG-225.md),
BACKLOG-226,URL Preview Formatting in Messages,feature,ui,Low,Pending,-,~35K,-,-,2026-01-13,,[BACKLOG-226.md](BACKLOG-226.md),
BACKLOG-227,Show iMessage Attachments in Attachments Tab,feature,ui,Medium,Pending,-,~30K,-,-,2026-01-14,,[BACKLOG-227.md](BACKLOG-227.md),
BACKLOG-228,UI Freeze When Viewing Messages to Attach,bug,ui,High,Completed,SPRINT-049,~25K,-,Contact-first lazy loading + setTimeout deferral (TASK-1112 PR #454),2026-01-14,2026-02-17,[BACKLOG-228.md](BACKLOG-228.md),
BACKLOG-229,Binary Plist Text Still Showing as Garbage (CRITICAL),bug,electron,Critical,Completed,SPRINT-036,~40K,~30K,-25%,2026-01-14,2026-01-14,PR #431 (TASK-1071),
BACKLOG-230,NULL thread_id Investigation and Fix,bug,electron,Medium,Completed,-,~20K,-,"Analysis complete; macOS orphans, not parser issue",2026-01-17,,[BACKLOG-230-null-thread-id-investigation.md](BACKLOG-230-null-thread-id-investigation.md),
BACKLOG-230-null-thread-id-investigation,NULL thread_id Investigation and Fix,bug,electron,Medium,Pending,-,-,-,-,2026-01-23,,[BACKLOG-230-null-thread-id-investigation.md](items/BACKLOG-230-null-thread-id-investigation.md),
BACKLOG-231,Fix Failing iosMessagesParser Tests (20 tests),test,electron,Medium,Pending,-,~30K,-,Mock database setup issues,2026-01-15,,[BACKLOG-231.md](BACKLOG-231.md),
BACKLOG-232,Fix Disabled webSecurity in OAuth Popup Windows,bug,security,Critical,Completed,-,~40K,-,"googleAuthHandlers.ts, microsoftAuthHandlers.ts",2026-01-17,,PR #433,
BACKLOG-233,Add Global Unhandled Rejection Handlers,feature,electron,Critical,Completed,-,~25K,-,"main.ts, main.tsx missing process.on handlers",2026-01-17,,PR #435,
BACKLOG-234,Fix Race Condition in Sync Orchestrator,bug,service,Critical,Completed,-,~50K,-,Concurrent sync state conflicts; Fixed via SyncOrchestrator.isRunning flag + SyncStatusService aggregation,2026-01-17,2026-02-16,SyncOrchestrator mutual exclusion + SyncStatusService blocking,
BACKLOG-235,Patch jsdiff DoS Vulnerability,chore,security,Critical,Completed,-,~10K,-,npm audit vulnerability,2026-01-17,,PR #434,
BACKLOG-236,Fix Incomplete PII Masking in LLM Pipeline,bug,security,Critical,Completed,-,~45K,-,Content sent to LLM may expose PII,2026-01-17,,PR #436,
BACKLOG-237,Reduce Transactions.tsx State Complexity (17 useState),refactor,ui,Critical,Completed,TASK-1159,~60K,~25K,58% under estimate,2026-01-17,2026-01-22,feature/BACKLOG-237-reduce-transactions-state,
BACKLOG-238,Break Down Oversized Flow Hooks,refactor,ui,Critical,Pending,-,~100K,-,"useEmailHandlers 382 lines, useAuthFlow 233 lines",2026-01-17,,-,
BACKLOG-239,Reduce Direct Database Access Pattern,refactor,service,Critical,Pending,-,~120K,-,45 instances of const db = pattern,2026-01-17,,-,
BACKLOG-240,Implement Database Migration Rollback Strategy,feature,schema,Critical,Completed,BACKLOG-592,~60K,-,Completed as part of BACKLOG-592: backup-before-migrate + transaction wrapping + MIGRATION-GUIDE.md,2026-01-17,2026-02-17,-,
BACKLOG-241,Add Startup Health Checks,feature,electron,Critical,Pending,-,~35K,-,No pre-flight validation on app start,2026-01-17,,-,
BACKLOG-242,Add AbortController Support for Long Operations,feature,service,High,Pending,-,~50K,-,No cancellation support for sync/fetch,2026-01-17,,-,
BACKLOG-243,Fix Fire-and-Forget IPC Event Handlers,bug,ipc,High,Pending,-,~60K,-,IPC handlers lack error handling,2026-01-17,,-,
BACKLOG-244,Guarantee Session Cleanup Before State Transitions,bug,service,High,Pending,-,~40K,-,Session state leaks possible,2026-01-17,,-,
BACKLOG-245,Validate Database Connection State,feature,service,High,Pending,-,~30K,-,No connection validation before queries,2026-01-17,,-,
BACKLOG-246,Add Component-Level Error Boundaries,feature,ui,High,Pending,-,~45K,-,Missing granular error boundaries,2026-01-17,,-,
BACKLOG-247,Re-enable Sandbox for Preload Script,bug,security,High,Completed,SPRINT-043,~40K,~35K,-12%,2026-01-17,,PR #463,
BACKLOG-248,Fix Environment Variable Exposure in googleAuthService,bug,security,High,Completed,SPRINT-043,~25K,~15K,-40%,2026-01-17,,PR #464,
BACKLOG-249,Tighten CSP in Development Mode,chore,security,High,Completed,SPRINT-043,~20K,~10K,-50%,2026-01-17,,PR #465,
BACKLOG-250,Reduce Heavy Service Dependency Chains,refactor,service,High,Pending,-,~80K,-,transactionService imports 13+ services,2026-01-17,,-,
BACKLOG-251,Standardize IPC Handler Error Handling,refactor,ipc,High,Pending,-,~70K,-,165 handlers with inconsistent patterns,2026-01-17,,-,
BACKLOG-252,Decouple LLM Service from Consumers,refactor,service,High,Pending,-,~55K,-,Tight coupling to LLM implementation,2026-01-17,,-,
BACKLOG-253,Remove Module-Level State Anti-Patterns,refactor,ui,High,Pending,-,~40K,-,Global state in hooks causes Strict Mode issues,2026-01-17,,-,
BACKLOG-254,Fix Type Safety Issues with any and unsafe unknown,refactor,service,High,Pending,-,~50K,-,AppleDriverSetup.tsx:43 and others,2026-01-17,,-,
BACKLOG-255,Modularize Large Components (700-827 lines),refactor,ui,High,Pending,-,~90K,-,Multiple oversized component files,2026-01-17,,-,
BACKLOG-256,Address TODO/FIXME Comments (15+),chore,service,High,Pending,-,~60K,-,Incomplete features flagged,2026-01-17,,-,
BACKLOG-257,Fix Module-Level Mutable State in useAutoRefresh,bug,ui,High,Pending,-,~25K,-,Memory leak and state sharing risk,2026-01-17,,-,
BACKLOG-258,Fix N+1 Query in Transaction Details,bug,service,High,Pending,-,~45K,-,Nested subqueries pattern,2026-01-17,,-,
BACKLOG-259,Fix Memory Leak in useAutoRefresh Event Listeners,bug,ui,High,Pending,-,~30K,-,Uncleaned event listeners,2026-01-17,,-,
BACKLOG-260,Implement Virtual Scrolling for Large Lists,feature,ui,High,Pending,-,~60K,-,Transaction/message lists need virtualization,2026-01-17,,-,
BACKLOG-261,Unify Logging Architecture,refactor,service,High,Pending,-,~70K,-,280 structured vs 87 console.log,2026-01-17,,-,
BACKLOG-262,Add Pre-Deployment Validation,feature,infra,High,Pending,-,~40K,-,No validation before deploy,2026-01-17,,-,
BACKLOG-263,Add Auto-Updater Metrics and Failure Tracking,feature,electron,High,Pending,-,~35K,-,Use Sentry (already integrated TASK-1967) to capture auto-updater events. DSN commented out in dev — uncomment to test. Silent update failures still untracked.,2026-01-17,,-,
BACKLOG-264,Document LLM Service API,docs,service,High,Pending,-,~40K,-,Complex retry/batch logic undocumented,2026-01-17,,-,
BACKLOG-265,Document Complex Algorithms,docs,service,High,Pending,-,~50K,-,"messageMatchingService, autoLinkService",2026-01-17,,-,
BACKLOG-266,Consolidate Duplicate Utility Functions,refactor,service,Medium,Pending,-,~35K,-,"formatCurrency, formatDate duplicates",2026-01-17,,-,
BACKLOG-267,Standardize Error Handling Patterns,refactor,service,Medium,Pending,-,~50K,-,Inconsistent error handling across codebase,2026-01-17,,-,
BACKLOG-268,Convert Relative Imports to Path Aliases,refactor,infra,Medium,Pending,-,~80K,-,332+ relative import paths,2026-01-17,,-,
BACKLOG-269,Add Memoization to Transaction Components,refactor,ui,Medium,Pending,-,~40K,-,Missing useMemo/useCallback,2026-01-17,,-,
BACKLOG-270,Optimize Conversation Filtering Array Operations,refactor,service,Medium,Pending,-,~30K,-,Inefficient array operations,2026-01-17,,-,
BACKLOG-271,Add Indexes for Database LIKE Queries,refactor,schema,Medium,Pending,-,~25K,-,Unindexed columns in search queries,2026-01-17,,-,
BACKLOG-272,Fix Synchronous JSON Serialization in Hot Paths,bug,service,Medium,Pending,-,~35K,-,Blocking serialization,2026-01-17,,-,
BACKLOG-273,Improve Test Coverage (24% baseline),test,service,Medium,Pending,-,~100K,-,"21 skipped tests, many uncovered paths",2026-01-17,,-,
BACKLOG-274,Ensure Cleanup on App Termination,feature,electron,Medium,Pending,-,~40K,-,Insufficient cleanup handlers,2026-01-17,,-,
BACKLOG-275,Add Structured Logging to Renderer Process,feature,ui,Medium,Pending,-,~45K,-,LogService not used in renderer,2026-01-17,,-,
BACKLOG-276,Implement Error Recovery & Rollback Strategy,feature,service,Medium,Pending,-,~60K,-,No graceful error recovery,2026-01-17,,-,
BACKLOG-277,Secure CI Logs from Secret Exposure,chore,security,Medium,Pending,-,~20K,-,Potential credential leaks in CI,2026-01-17,,-,
BACKLOG-278,Improve JSDoc Coverage,docs,service,Medium,Pending,-,~80K,-,~2400 comments for 246 files (~10/file),2026-01-17,,-,
BACKLOG-279,Document IPC Handlers Consistently,docs,ipc,Medium,Pending,-,~50K,-,Handler documentation inconsistent,2026-01-17,,-,
BACKLOG-280,Document Migration & Version History,docs,schema,Medium,Pending,-,~35K,-,No migration documentation,2026-01-17,,-,
BACKLOG-281,Create Documentation Standards,docs,infra,Medium,Pending,-,~25K,-,No consistent doc patterns,2026-01-17,,-,
BACKLOG-282,Document Error Handling Patterns,docs,service,Medium,Pending,-,~30K,-,Error patterns undocumented,2026-01-17,,-,
BACKLOG-283,Document Configuration/Environment Setup,docs,infra,Medium,Pending,-,~25K,-,Setup documentation gaps,2026-01-17,,-,
BACKLOG-284,Implement Dependency Injection for Services,refactor,service,Low,Pending,-,~120K,-,Manual service instantiation,2026-01-17,,-,
BACKLOG-285,Add Data Abstraction Layer for Components,refactor,ui,Low,Pending,-,~100K,-,Direct data access in components,2026-01-17,,-,
BACKLOG-286,Unify Chat Card and Group Chat Card Components,refactor,ui,Low,Completed,SPRINT-040,~40K,~70K,"PRs #442,445-448",2026-01-15,2026-01-17,-,
BACKLOG-287,Dashboard Visible After Logout,bug,security,Critical,Completed,-,~30K,-,Auth state not cleared on logout,2026-01-15,2026-01-16,PR #437,
BACKLOG-288,Simplify Dashboard Button Labels,chore,ui,Low,Completed,SPRINT-040,~10K,~20K,"PRs #441,443",2026-01-15,2026-01-17,-,
BACKLOG-289,Unified Notification System,feature,ui,Medium,Completed,SPRINT-040,~50K,~40K,PR #439,2026-01-16,2026-01-17,-,
BACKLOG-290,Reusable Sync Progress Component,refactor,ui,Medium,Completed,SPRINT-040,~40K,~45K,PR #440,2026-01-16,2026-01-17,-,
BACKLOG-291,Enhanced Error Diagnostics Report,feature,ui,Medium,Pending,-,-,-,-,2026-01-23,,[BACKLOG-291.md](items/BACKLOG-291.md),
BACKLOG-292,Resolve Preload Script __DEV__ Undefined Error,bug,electron,Medium,Completed,-,~10K,~5K,-50%,2026-01-16,2026-01-18,PR #438,
BACKLOG-293,Duplicate macOS Messages Sync on Dashboard Load,bug,service,Medium,Completed,SPRINT-041,~20K,~15K,-25%,2026-01-16,2026-01-17,PR (TASK-1113),
BACKLOG-294,Extract Reusable DashboardActionCard Component,refactor,ui,Low,Pending,-,~15K,-,DRY refactor for dashboard buttons,2026-01-16,,[BACKLOG-294.md](BACKLOG-294.md),
BACKLOG-295,Transaction Header Responsive Layout,feature,ui,Medium,Completed,SPRINT-040,~18K,~18K,PR #449,2026-01-17,2026-01-17,-,
BACKLOG-296,Database Schema Alignment - Service Updates,refactor,schema,High,Completed,SPRINT-042,~40K,~35K,-12%,2026-01-17,,PR #462,
BACKLOG-297,Startup Error Handling - User-Friendly Failure Screen,feature,ui,Medium,Pending,-,~50K,-,Timeout + error screen on init failure,2026-01-17,,[BACKLOG-297.md](BACKLOG-297.md),
BACKLOG-298,Video Attachment Support in ConversationViewModal,feature,ui,Medium,Pending,-,~35K,-,"Videos filtered out, only images displayed",2026-01-17,,[BACKLOG-298.md](BACKLOG-298.md),
BACKLOG-299,1:1 Chat Incorrectly Shown as Group Chat,bug,electron,Medium,Completed,SPRINT-044,~25K,~52K,+108%,2026-01-17,2026-01-18,PR #470,
BACKLOG-300,Display Contact Roles in User-Friendly Format,feature,ui,Low,Pending,SPRINT-055a,~5K,-,"Format snake_case roles as ""Title Case""",2026-01-17,,[BACKLOG-300.md](BACKLOG-300.md),
BACKLOG-301,Refactor Sync Coordination with SyncScheduler Service,refactor,service,Medium,Pending,-,~65K,-,"Centralize sync triggers, remove cross-hook flags",2026-01-17,,[BACKLOG-301.md](BACKLOG-301.md),
BACKLOG-302,Service Pattern Audit - Coordination Refactoring,refactor,service,Medium,Pending,-,~10K,-,Audit findings for sync coordination patterns,2026-01-17,,[BACKLOG-302.md](BACKLOG-302.md),
BACKLOG-303,Centralize dotenv.config() in supabaseService.ts,chore,security,Low,Completed,-,~3K,~3K,0%,2026-01-18,,PR #466,
BACKLOG-304,Fix ESLint react-hooks/exhaustive-deps Rule Not Found,bug,infra,Low,Completed,-,~3K,~1K,-67%,2026-01-18,2026-01-18,PR #468,
BACKLOG-305,Fix autoDetection.test.tsx Button Selector Failure,test,ui,Medium,Completed,-,~5K,~1K,-80%,2026-01-18,2026-01-18,PR #468,
BACKLOG-306,Hide Phone/Email in Contact Selection Modal,feature,ui,Low,Completed,SPRINT-045,~8K,~8K,0%,2026-01-18,2026-01-19,PR #472,
BACKLOG-307,Contact Select Modal Missing Message-Derived Contacts,bug,ui,High,Completed,SPRINT-045,~45K,~35K,-22%,2026-01-18,2026-01-19,PR #473,
BACKLOG-309,Import Contact Flow - Auto-Select and Refresh Issues,bug,ui,High,Completed,SPRINT-045,~25K,~25K,0%,2026-01-18,2026-01-19,PR #474,
BACKLOG-310,Remove Debug Console Logs from NotificationContext,refactor,ui,Low,Pending,-,~3K,-,-,2026-01-19,,[BACKLOG-310.md](items/BACKLOG-310.md),
BACKLOG-311,EditContactsModal Performance - Lift Contact Loading,refactor,ui,Medium,Completed,SPRINT-045,~15K,~25K,+67%,2026-01-19,2026-01-19,"PRs #477, #478",
BACKLOG-317,Unified Contact Selection UX Refactor,refactor,ui,Medium,Obsolete,-,~50K,-,-,2026-01-17,,[BACKLOG-317.md](items/BACKLOG-317.md),
BACKLOG-318,Fix Loading State Layout Shift in EditContactsModal,bug,ui,Low,Completed,SPRINT-045,~5K,~5K,0%,2026-01-19,2026-01-19,PR #484,
BACKLOG-319,Transaction Details Tab Restructuring,feature,ui,Medium,Pending,-,~25K,-,-,2026-01-17,,[BACKLOG-319.md](items/BACKLOG-319.md),
BACKLOG-320,Hide Sale Price Field,feature,ui,Low,Pending,-,~3K,-,-,2026-01-17,,[BACKLOG-320.md](items/BACKLOG-320.md),
BACKLOG-321,Hide Attachments Tab (Temporary),feature,ui,Low,Pending,-,~3K,-,-,2026-01-17,,[BACKLOG-321.md](items/BACKLOG-321.md),
BACKLOG-322,Reintroduce Attachments Tab with Full Support,feature,ui,Low,Pending,-,~40K,-,Depends on BACKLOG-321,2026-01-17,,[BACKLOG-322.md](items/BACKLOG-322.md),
BACKLOG-323,Attach Messages Button Styling,chore,ui,Low,Pending,-,~2K,-,-,2026-01-17,,[BACKLOG-323.md](items/BACKLOG-323.md),
BACKLOG-324,PDF Export Back Link Fix,bug,service,High,Pending,-,~10K,-,-,2026-01-17,,[BACKLOG-324.md](items/BACKLOG-324.md),
BACKLOG-325,PDF Header Redesign,feature,ui,Medium,Pending,-,~15K,-,-,2026-01-17,,[BACKLOG-325.md](items/BACKLOG-325.md),
BACKLOG-326,PDF Text Conversations Contact Name and Formatting,feature,ui,Medium,Pending,-,~15K,-,-,2026-01-17,,[BACKLOG-326.md](items/BACKLOG-326.md),
BACKLOG-327,PDF Export Show Rich HTML Emails,feature,service,Medium,Pending,-,~20K,-,-,2026-01-17,,[BACKLOG-327.md](items/BACKLOG-327.md),
BACKLOG-329,Email Card Design Consistency with Message Cards,feature,ui,Low,Pending,-,~8K,-,Includes View button,2026-01-17,,[BACKLOG-329.md](items/BACKLOG-329.md),
BACKLOG-330,Sort Contacts by Most Recent Communication,feature,ui,Medium,Pending,-,~8K,-,-,2026-01-17,,[BACKLOG-330.md](items/BACKLOG-330.md),
BACKLOG-331,PDF Export Date Range Filtering,feature,service,Medium,Pending,-,-,-,-,2026-01-19,,[BACKLOG-331.md](BACKLOG-331.md),
BACKLOG-332,Audit Package Missing Attachments and Text Messages,feature,service,High,Completed,SPRINT-049,-,-,-,2026-01-19,2026-01-22,[BACKLOG-332.md](BACKLOG-332.md),
BACKLOG-333,Gray Out Unimplemented Export Options with Coming Soon Label,feature,ui,Low,Pending,-,-,-,-,2026-01-19,,[BACKLOG-333.md](BACKLOG-333.md),
BACKLOG-334,Export Settings - Persist Default Export Options and Format,feature,service,Medium,Pending,-,-,-,-,2026-01-19,,[BACKLOG-334.md](BACKLOG-334.md),
BACKLOG-335,Enforce Transaction Start Date with Historical Message Filtering,feature,service,High,Pending,SPRINT-049,-,-,-,2026-01-19,,[BACKLOG-335.md](BACKLOG-335.md),
BACKLOG-336,Export Text Message Attachments with Message References,feature,service,Medium,Pending,-,-,-,-,2026-01-23,,[BACKLOG-336.md](items/BACKLOG-336.md),
BACKLOG-337,"Show Agent Name Instead of ""You"" in PDF Exports",feature,service,Medium,Pending,-,-,-,-,2026-01-23,,[BACKLOG-337.md](items/BACKLOG-337.md),
BACKLOG-338,Google Profile Image Display Issue,bug,ui,Low,Pending,-,-,-,-,2026-01-20,,[BACKLOG-338.md](items/BACKLOG-338.md),
BACKLOG-339,Export Progress Indicator with Time Estimate,feature,ui,Low,Pending,-,-,-,-,2026-01-20,,[BACKLOG-339.md](items/BACKLOG-339.md),
BACKLOG-340,Show/Hide Messages Outside Date Range,feature,ui,Medium,Pending,-,-,-,-,2026-01-17,,[BACKLOG-340.md](items/BACKLOG-340.md),
BACKLOG-341,Add Year to Message Timestamps in Viewer,feature,ui,Low,Pending,-,-,-,-,2026-01-17,,[BACKLOG-341.md](items/BACKLOG-341.md),
BACKLOG-342,Include Orphan Messages in Audit Export,feature,service,Medium,Pending,-,-,-,-,2026-01-17,,[BACKLOG-342.md](items/BACKLOG-342.md),
BACKLOG-343,Show User's Actual Identifier in Group Chat Exports,feature,service,Medium,Completed,-,-,-,-,2026-01-17,,[BACKLOG-343.md](items/BACKLOG-343.md),
BACKLOG-344,Add Audit Package as Default Export Format Option,feature,ui,Medium,Obsolete,-,-,-,Superseded by BACKLOG-360,2026-01-21,,[BACKLOG-344.md](BACKLOG-344.md),
BACKLOG-345,Verify PDF Export Uses Audit Package as Foundation,refactor,service,Medium,Pending,-,-,-,-,2026-01-21,,[BACKLOG-345.md](BACKLOG-345.md),
BACKLOG-346,Add Test Coverage for folderExportService.ts,test,service,High,Pending,-,-,-,-,2026-01-21,,[BACKLOG-346.md](BACKLOG-346.md),
BACKLOG-347,Enable Branch Protection Rules on develop,chore,infra,High,Completed,-,-,-,Branch protection active: required status checks + PR reviews + no force push,2026-01-21,2026-02-17,[BACKLOG-347.md](BACKLOG-347.md),
BACKLOG-348,Consolidate Field Allowlists (Single Source of Truth),refactor,service,Medium,Pending,-,-,-,-,2026-01-21,,[BACKLOG-348.md](BACKLOG-348.md),
